MASV,INDEX_F_MAMH,list_score,list_similarity,prediction,F_MAMH,F_MAKH,TKET
47667406,15.0,"7.5,9.0,8.5,8.0,8.5","0.8139473418754974,0.8135772514863984,0.7821438022826458,0.7622902456308084,0.7444472541640987",8.298717533372713,CO2005,MT,8.0
47667406,16.0,"7.5,8.5,9.0,8.0,5.0","0.6479213630245949,0.5725863578166493,0.5663723164416558,0.5655034260445319,0.5311806857421542",7.630721846873995,MT1003,MT,8.0
47667406,48.0,"6.0,8.5,8.0,7.5,7.5","0.6408784926117777,0.6241698378693312,0.622223542957218,0.5724153467976859,0.5424225930183069",7.491327389339731,CO3061,MT,9.5
47785451,1.0,"7.5,7.5,8.0,8.0,8.5","0.7571597756553327,0.755511107800725,0.7307369739739081,0.7147165049260279,0.7119406742563437",7.890910624033677,CO2003,MT,5.5
47792278,3.0,"7.0,8.5,6.0,7.0,7.0","0.811112465518883,0.799711299603107,0.7983465096046731,0.7938243881412995,0.7582855118007213",7.101285549647733,PE1003,MT,7.0
47792278,7.0,"8.5,7.0,7.0,7.0,6.5","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",7.213510231112209,PH1007,MT,6.5
47920533,24.0,"7.5,7.5,7.5,6.5,8.5","0.8697646385512399,0.8697646385512399,0.8470115738508361,0.8287667523107037,0.8015527718453053",7.49354638806017,PH1003,MT,6.5
47976124,22.0,"8.5,6.5,8.0,7.5,6.5","0.7588447849240082,0.7518201426885993,0.7468789352761178,0.7311476943862956,0.7280526360535484",7.4064803741930945,505003,MT,7.5
47976124,27.0,"5.5,6.5,5.0,6.5,7.5","0.7952424502453106,0.784946168281392,0.7656288659656503,0.7338010219847008,0.7274255183012662",6.180523728389682,502002,MT,6.0
47976124,39.0,"6.5,9.5,6.5,8.5,8.0","0.8067302367535597,0.7846649206036909,0.7811682940149138,0.7692271898180093,0.7619487863652615",7.789884331277763,501302,MT,9.0
47976124,101.0,"7.0,5.0,6.5,8.0,8.5","0.9194220323377055,0.8148570034692817,0.8110132929352393,0.8074164431796548,0.7938599181157205",6.991073502980458,505008,MT,7.0
47976124,106.0,"7.0,5.0,6.5,5.5,8.0","0.7978837984203981,0.769148372861919,0.750785114157244,0.7146335809169375,0.7139913301829282",6.393651836909895,505007,MT,7.0
48033588,26.0,"6.5,7.0,5.5,5.5,7.5","0.7656288659656503,0.7545689227444441,0.7354064135401271,0.7350028479735427,0.7322725170282771",6.403071728054978,1004,MT,7.5
48048222,18.0,"8.5,7.5,10.0,9.5,8.0","0.7622902456308084,0.7611984455410121,0.7587075114185058,0.755511107800725,0.7510735607737756",8.699757435105475,CO2011,MT,7.0
48048222,41.0,"8.5,8.0,7.5,9.5,8.5","0.5693804315627491,0.5572923670846738,0.5184776126260816,0.5056420450016814,0.4968635829566407",8.389909509827678,LA1007,MT,0.0
48086364,60.0,"8.0,9.5,8.5,8.0,7.0,7.0","0.9076131526079765,0.8553493837382484,0.7977902802572974,0.7677937288171591,0.7180250753580755,0.7180250753580755",8.05160333197125,504009,MT,7.0
48182768,8.0,"5.5,9.5,5.5,5.0,7.0","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",6.505114972292785,MT1005,MT,5.0
48192373,54.0,"0.0,0.0,7.0,6.0","0.6037629013620365,0.6037629013620365,0.5870045933700778,0.02431756648481514",2.3393585610455916,501303,MT,8.01
48200477,28.0,"8.5,7.5,7.5,8.0,7.5","0.7760792459053016,0.7505934240118542,0.7488428100612825,0.7325198125260662,0.7295668862033627",7.805634226851626,700200,MT,8.0
48465791,12.0,"7.0,6.5,5.0,4.0,7.0","0.7859489454070531,0.7510735607737756,0.7344555106075612,0.7338617066978484,0.7321561419992537",5.917448187954053,CO2001,MT,9.0
48465791,15.0,"7.0,7.0,6.5,4.0,5.5","0.8135772514863984,0.7625373512822752,0.7622902456308084,0.7562352828090604,0.7444472541640987",6.018901766383436,CO2005,MT,9.0
48465791,16.0,"6.5,6.5,7.5,6.5,7.0","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",6.797217591485064,MT1003,MT,4.0
48465791,41.0,"7.0,6.5,6.5,6.5,7.0","0.5693804315627491,0.5493598652017535,0.5395660055267608,0.5305019652398731,0.5231223010865088",6.701425277123916,LA1007,MT,7.5
48565800,16.0,"6.5,7.0,7.5,7.5,6.0","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7285743036011765,0.7251370977620758",6.899417625201629,MT1003,MT,6.5
48565800,17.0,"7.5,6.0,6.0,7.5,7.5","0.753407938644483,0.7335061905108867,0.6995887496780304,0.6939778396361491,0.6939778396361491",6.898610341863192,CO1011,MT,2.5
48586752,62.0,"6.0,4.0","0.33606964722861116,0.1726333532864893",5.321280381237442,EE2001,MT,1.0
48670223,11.0,"7.0,7.5,5.5,6.5,7.0","0.7344555106075612,0.7136723362667377,0.6946642382342544,0.6798005291387053,0.6780415602596209",6.707178641729463,PE1007,MT,5.0
48670223,15.0,"7.0,7.0,7.5,5.5,6.5","0.825599501258673,0.8135772514863984,0.7821438022826458,0.7672126385480813,0.7625373512822752",6.71121352570967,CO2005,MT,5.0
48670223,26.0,"7.5,6.5,7.5,7.5,7.0","0.7322725170282771,0.2509540736776161,0.24567341546596536,0.15571194234066355,0.14823635641655888",7.2879292746447355,1004,MT,0.0
48670223,64.0,"7.5,7.5,7.5,6.0,7.5","0.578903839376948,0.05336412729973612,0.03854539467042681,-0.0038836762964798285,-0.033525062876907756",7.509197145459289,505026,MT,9.0
48673638,10.0,"5.5,7.0,6.5,8.5,6.0","0.7911196890974675,0.789145046403185,0.7799925973199288,0.7756822558106629,0.767967226407416",6.6974518780910275,MT1007,MT,7.0
48673638,19.0,"7.5,8.0,8.0,7.0,7.0","0.7751660347613237,0.7611984455410121,0.7444472541640987,0.7405025430720532,0.7405025430720532",7.503275094819343,CO2017,MT,7.0
48673638,41.0,"8.5,9.0,6.5,6.0,7.0","0.5693804315627491,0.5572923670846738,0.5395660055267608,0.5305019652398731,0.5231223010865088",7.429569571417869,LA1007,MT,8.0
48674780,65.0,"9.0,8.0,5.5,4.5,4.0","0.8139847571349902,0.7822512502211261,0.7820304024258732,0.7781345044506418,0.7435445806797774",6.2464523296165595,CO2009,MT,7.0
48732071,29.0,"7.0,6.5,5.5,7.5,6.5","0.6838611751242892,0.6829406107937174,0.6788645500218019,0.6683964429721415,0.6613820336517217",6.598198163180969,CO3003,MT,7.0
48789273,55.0,"9.0,6.5,6.5,7.5,8.0","0.7642366835112785,0.6831831256827722,0.682321867286379,0.6333976846860296,0.5536414052209502",7.51738756311321,503004,MT,5.5
48994630,26.0,"6.0,8.0,5.0,10.0,6.0","0.8350346859825065,0.800335898380117,0.7656288659656503,0.7411579209726449,0.7354064135401271",6.979912859084257,1004,MT,9.0
48994630,39.0,"7.5,7.0,5.5,5.0,7.5","0.8067302367535597,0.7846649206036909,0.7811682940149138,0.7742200534289769,0.7692271898180093",6.506586170142609,501302,MT,8.0
49088520,1.0,"9.0,7.5,7.0,7.0,8.5","0.7571597756553327,0.7119406742563437,0.6982949116229777,0.6982949116229777,0.696247378799275",7.818279611108984,CO2003,MT,10.0
49088520,12.0,"7.5,9.0,8.5,9.5,9.0","0.7941136126366702,0.7859489454070531,0.7822512502211261,0.7650705066499988,0.7344555106075612",8.689329220023188,CO2001,MT,8.0
49088520,62.0,"9.5,8.5,9.5,9.5,7.5","0.6287227399551787,0.6038149736357893,0.5927661924813924,0.5601666296855947,0.5593806123494144",8.915054917311627,EE2001,MT,7.5
49088520,92.0,"9.5,9.5,9.0,8.5,9.0","0.777254428220648,0.7736851526263263,0.7281878809777431,0.7275761861731685,0.7244309214820802",9.110336866620782,CO2031,MT,8.0
49088520,100.0,"7.5,9.5,9.0,9.5,9.0","0.6948837167053552,0.6831016465211525,0.6824826537981188,0.6782389509989724,0.6710327627512077",8.89393463875444,CO3007,MT,9.5
49109138,27.0,"7.0,6.5,9.0,7.0,8.5","0.7952424502453106,0.750174392228781,0.7388724572355622,0.7338010219847008,0.7274255183012662",7.585712646675444,502002,MT,6.0
49109138,105.0,"8.0,9.0,8.0,8.5,0.0","0.6873837497409271,0.6872523701816657,0.6843072302514333,0.6816131995563417,0.656813960202577",6.755963560846886,505027,MT,8.5
49190853,1.0,"0.0,0.0,5.0,6.0,6.0","0.7571597756553327,0.7571597756553327,0.7570368723256772,0.755511107800725,0.7307369739739081",3.380524170115362,CO2003,MT,2.0
49190853,5.0,"5.5,5.0,6.0,0.0,4.5","0.8505209399716357,0.8470718745427088,0.799711299603107,0.7973979980005522,0.7911196890974675",4.227186544449091,CO1005,MT,5.5
49190853,7.0,"5.5,5.0,4.5,0.0,6.0","0.8009374439453248,0.8006053966133693,0.7756822558106629,0.7737891041037069,0.7679026824905049",4.211921217980726,PH1007,MT,6.5
49190853,24.0,"5.5,5.0,6.0,0.0,4.5","0.8470115738508361,0.8287667523107037,0.7938243881412995,0.7891530190738951,0.7837245866603038",4.228123091121364,PH1003,MT,5.0
49224470,96.0,"7.5,6.5,8.5,8.0,4.5,4.5","0.741734285870384,0.675997988585627,0.6691710570757805,0.6477233263177035,0.6318959388843283,0.6318959388843283",6.631071229610575,505002,MT,5.0
49224742,7.0,"6.0,6.0,5.5,7.5,6.5","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",6.296491147337798,PH1007,MT,7.0
49224742,13.0,"6.5,6.5,7.5,4.0,7.0","0.7604327273231274,0.7604327273231274,0.7562352828090604,0.7561973093106854,0.7445166160969994",6.298296171088055,MT1009,MT,6.0
49224742,16.0,"6.0,5.5,6.0,7.5,6.5","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",6.29513669152003,MT1003,MT,6.5
49224742,18.0,"4.0,6.0,7.5,7.0,6.5,6.5","0.8208551629677354,0.7833712510128787,0.7622902456308084,0.7611984455410121,0.7587075114185058,0.7587075114185058",6.21993592672773,CO2011,MT,6.5
49257614,75.0,"3.5,6.0,6.0,0.0,3.5","0.7577483565777281,0.7244346717162605,0.7153845658423907,0.6802813828354722,0.6767479314046185",3.842813344348809,502003,MT,0.0
49259132,14.0,"7.5,6.0,6.5,4.5,2.0","0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693,0.767967226407416",5.360904792741222,CO1007,MT,5.5
49312955,45.0,"5.5,8.5,6.5,7.5,5.0","0.7529753721213645,0.7497882965356639,0.7478690624208355,0.7473580384837348,0.739635180216761",6.602874523634812,LA1005,MT,8.0
49322753,2.0,"9.5,9.5,7.5,8.0,8.5","0.8135772514863984,0.7859489454070531,0.7676629016156078,0.7604327273231274,0.7587075114185058",8.616214271211453,CO2007,MT,8.0
49322753,7.0,"7.5,5.5,7.5,8.0,6.0","0.8290331963730082,0.8009374439453248,0.8006053966133693,0.7737891041037069,0.7679026824905049",6.904160428066587,PH1007,MT,6.5
49322753,10.0,"7.5,7.0,5.5,7.5,8.0","0.7911196890974675,0.789145046403185,0.7799925973199288,0.767967226407416,0.760162563040316",7.09508238588065,MT1007,MT,8.0
49322753,21.0,"8.5,9.5,9.5,8.0,8.0","0.8208551629677354,0.8139473418754974,0.7784714340639428,0.7751660347613237,0.7712490406242498",8.706887772067367,CO2013,MT,9.0
49355534,27.0,"0.5,7.0,4.0,6.5","0.6924096171243088,0.6809497188006722,0.6542709984157279,0.6473173776229671",4.462703975479114,502002,MT,5.5
49355534,36.0,"6.5,4.0,0.5,7.0","0.8062822254677907,0.738154883992274,0.7040192831861378,0.5723297555535375",4.449742473383974,503007,MT,0.0
49455460,9.0,"8.0,5.5,6.5,7.0,8.0","0.8505209399716357,0.8470115738508361,0.8152799718993222,0.811112465518883,0.8009374439453248",6.993527308246666,CH1003,MT,6.0
49455460,19.0,"7.0,7.5,7.0,6.5,8.5","0.7611984455410121,0.7509535685111064,0.7444472541640987,0.7405025430720532,0.7190146387141275",7.291634421410561,CO2017,MT,8.0
49455460,21.0,"7.0,7.0,6.5,7.5,8.5","0.8208551629677354,0.8139473418754974,0.7926766876252196,0.7875658004212863,0.7784714340639428",7.291760840053121,CO2013,MT,7.5
49493688,115.0,"9.0,8.0,8.5,9.72","0.8494164553585594,0.8469871524160618,0.7977902802572974,0.7273006381532792",8.775810318098046,504028,MT,9.0
49554892,4.0,"7.0,6.0,8.0,8.0,7.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.7580170663465194,0.739635180216761",7.197752344245926,CO1009,MT,9.5
49554892,7.0,"8.0,6.0,6.5,8.0,7.0","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",7.106695922606422,PH1007,MT,7.5
49554892,8.0,"6.5,7.0,6.0,8.0,6.0","0.7628599416579749,0.722211735384479,0.7183062741870603,0.7089201373494642,0.7033813813254293",6.697374311495332,MT1005,MT,5.0
49554892,41.0,"7.5,8.5,8.5,8.0,9.0","0.6903058748566554,0.6530024150782385,0.5693804315627491,0.5572923670846738,0.5556516038323089",8.27157628610521,LA1007,MT,0.0
49669302,23.0,"9.0,7.0,9.5,7.0,7.5","0.8776105131502772,0.7310709935711958,0.7244346717162605,0.6831831256827722,0.6072220039572719",8.067999434401774,503006,MT,6.5
49669302,36.0,"9.0,6.5,7.0,7.0,9.5","0.8468583928488101,0.8062822254677907,0.7371563316467106,0.7014014324587329,0.6802813828354722",7.793026292877843,503007,MT,6.5
49690163,9.0,"9.0,9.0,7.0,7.0,7.0","0.8505209399716357,0.8505209399716357,0.8470115738508361,0.811112465518883,0.8009374439453248",7.817788276592707,CH1003,MT,6.0
49690163,14.0,"9.0,9.0,7.0,7.0,0.0","0.8470718745427088,0.8470718745427088,0.8287667523107037,0.8006053966133693,0.767967226407416",6.514238962683166,CO1007,MT,6.0
49690163,16.0,"7.0,9.0,9.0,0.0,7.0","0.7428349572370649,0.7285743036011765,0.7285743036011765,0.701491492524124,0.6909782331773089",6.444350956839887,MT1003,MT,7.0
49718839,18.0,"8.0,8.5,7.0,7.0,8.5","0.8208551629677354,0.7622902456308084,0.7587075114185058,0.7587075114185058,0.755511107800725",7.803293497435612,CO2011,MT,6.5
49718839,19.0,"8.0,8.0,8.5,7.0,7.0","0.7949946147708993,0.7751660347613237,0.7444472541640987,0.7405025430720532,0.7405025430720532",7.707878157749515,CO2017,MT,7.5
49745875,36.0,"0.0,7.5,3.5,0.0,0.0","0.8062822254677907,0.7040192831861378,0.7014014324587329,0.6966631190545507,0.6809703552464124",2.1550082640025354,503007,MT,0.0
49745875,127.0,"3.5,6.5,6.5,0.0,0.0","0.7149043722088281,0.6841644225356881,0.6841644225356881,0.6748621458738281,0.6631760066785762",3.3310139897649877,6001,MT,6.5
49764999,24.0,"7.5,5.5,6.0,2.0,6.0","0.8697646385512399,0.8470115738508361,0.8287667523107037,0.8015527718453053,0.7938243881412995",5.438513700708349,PH1003,MT,2.5
49771486,20.0,"2.0,0.0,2.0,4.5,8.5","0.7676629016156078,0.7631152005607722,0.7625373512822752,0.7445166160969994,0.7321561419992537",3.3512180347150426,PH1005,MT,7.0
49771486,25.0,"0.0,0.0,0.0,0.0,0.0","0.7048327276345419,0.657904088905624,0.65715380337877,0.65715380337877,0.65715380337877",0.0,CO3001,MT,0.0
49790542,76.0,"4.0,5.5,0.0,0.0,0.0","0.7330646620543015,0.7087944347446932,0.7022494918844562,0.7022494918844562,0.7022494918844562",1.924875574391148,504003,MT,0.0
49790542,80.0,"0.0,0.0,0.0,0.0,0.0","0.732769457354194,0.732769457354194,0.732769457354194,0.7177677554850896,0.7177677554850896",0.0,504007,MT,0.0
49790542,93.0,"0.0,0.0,0.0,0.0,0.0","0.5819873977281905,0.5819873977281905,0.5593333753125195,0.5593333753125195,0.5593333753125195",0.0,201010,MT,0.0
49803742,49.0,"6.5,6.5,5.5,7.5,8.5","0.8352057823647562,0.8350346859825065,0.8200406532616668,0.7992346123054762,0.7962767843127508",6.884686084929075,700213,MT,7.5
49803742,58.0,"5.5,6.5,7.5,6.5,1.5","0.6637385641753277,0.6631742462424756,0.6518947369602536,0.6488924271314902,0.6458455112664766",5.5099201622124,503001,MT,7.0
49842829,1.0,"4.5,5.0,6.0,6.0,5.0","0.7571597756553327,0.7147165049260279,0.7119406742563437,0.6988008835897682,0.6982949116229777",5.288239826564863,CO2003,MT,0.0
49842829,2.0,"6.0,5.0,6.0,7.0,7.5","0.78930819772721,0.7882663118169727,0.7859489454070531,0.7781345044506418,0.7722264860575775",6.293367864514264,CO2007,MT,4.5
49850908,3.0,"5.5,8.0,6.0,6.0,6.5","0.811112465518883,0.799711299603107,0.7983465096046731,0.7938243881412995,0.7679026824905049",6.397345378252176,PE1003,MT,7.0
49850908,5.0,"6.0,5.5,6.0,6.5,6.0","0.8697646385512399,0.8505209399716357,0.8470718745427088,0.8290331963730082,0.7973979980005522",5.997438146577587,CO1005,MT,8.0
49850908,17.0,"8.0,7.0,6.0,8.0,5.5","0.753407938644483,0.7335061905108867,0.6995887496780304,0.6939778396361491,0.6841048589313782",6.921909502872022,CO1011,MT,8.5
49884714,22.0,"5.0,6.97,9.5,6.0,6.0","0.7518201426885993,0.701954325737574,0.7018201883137116,0.6770229518622503,0.6770229518622503",6.679683908160443,505003,MT,6.0
50113019,15.0,"7.0,6.0,6.0,1.5,8.5","0.8135772514863984,0.7302404486318937,0.672385096590924,0.4079344205746675,0.3220599756825929",5.926353299632788,CO2005,MT,7.5
50113019,23.0,"0.0,9.0,9.0,5.0,8.0","0.8776105131502772,0.7609787720399419,0.7609787720399419,0.7264323849888568,0.7244346717162605",6.005881546139991,503006,MT,6.0
50113019,43.0,"5.0,8.0,9.0,9.0,0.0","0.8391121679377538,0.7919124015339757,0.7846649206036909,0.7846649206036909,0.7489336642356855",6.242853941050862,505022,MT,6.5
50203800,50.0,"6.0,4.0,7.0,6.5,9.0","0.8511763040663789,0.8121936661905476,0.7994166474018426,0.7973342784709135,0.780655644318905",6.474082980842155,504005,MT,6.0
50203800,51.0,"6.0,9.0,7.0,4.0,3.0,3.0","0.9076131526079765,0.7989536768626145,0.7510621420803352,0.7485508311343131,0.7416002770232514,0.7416002770232514",5.403166316478845,506003,MT,6.0
50203800,76.0,"6.5,4.0,5.0,3.0,3.0","0.7205875155430488,0.7087944347446932,0.7086288221293848,0.7022494918844562,0.7022494918844562",4.312094730377938,504003,MT,7.5
50267041,85.0,"8.5,7.0,8.0,9.21,9.0","0.6767479314046185,0.6647037480389395,0.6283833095824445,0.6165315901949686,0.6052400022554199",8.321127751146758,506012,MT,9.0
50525154,26.0,"9.25,6.5","0.7540283039491562,0.716253657368934",7.910326651903722,1004,MT,6.0
50525154,53.0,"6.5,9.25","0.6696615770785217,0.5760979873988713",7.7717297225901785,1001,MT,6.0
50550269,3.0,"7.0,6.0,8.0,6.0,6.0","0.811112465518883,0.799711299603107,0.7983465096046731,0.7679026824905049,0.7582855118007213",6.611838922345776,PE1003,MT,7.0
50550269,19.0,"6.5,6.0,8.0,8.0,8.0","0.7751660347613237,0.7611984455410121,0.7444472541640987,0.7405025430720532,0.7405025430720532",7.286210341632686,CO2017,MT,8.5
50593738,32.0,"0.0,0.0,0.0,0.0,6.5","0.7540218306130184,0.7540218306130184,0.7416002770232514,0.732769457354194,0.7022494918844562",1.2388166398476004,506001,MT,0.0
50593738,75.0,"1.5,1.5,0.0,0.0,0.0,0.0","0.7006180728123301,0.7006180728123301,0.6767479314046185,0.6653864356785133,0.6149164010396171,0.6149164010396171",0.5290074662463266,502003,MT,0.0
50624500,1.0,"4.0,4.0,4.5,6.5,5.0","0.7571597756553327,0.7571597756553327,0.7570368723256772,0.755511107800725,0.7307369739739081",4.797857564658913,CO2003,MT,2.5
50624500,45.0,"6.0,6.5,6.0,5.0,6.0","0.7529753721213645,0.7497882965356639,0.7473580384837348,0.739635180216761,0.7359289468732115",5.90210096927718,LA1005,MT,4.5
50684156,12.0,"7.5,5.0,6.5,6.0,6.5","0.825599501258673,0.7876307819073569,0.7859489454070531,0.7784714340639428,0.7510735607737756",6.310350040811093,CO2001,MT,9.0
50684156,17.0,"6.0,7.5,6.5,6.5,5.0","0.7325330248875426,0.7318286858060102,0.7050836204165909,0.679964296815494,0.6657318061288464",6.319911787987187,CO1011,MT,4.0
50684156,19.0,"6.0,6.5,5.0,7.5,6.5","0.7751660347613237,0.7611984455410121,0.7509535685111064,0.7444472541640987,0.7405025430720532",6.295993776849878,CO2017,MT,6.0
50684156,111.0,"7.0,5.5,5.5,6.5,6.5","0.4888476051998469,0.4438949992338852,0.4433028248868141,0.4403866111136992,0.4222199182378978",6.212874518510669,AS2001,MT,2.0
50705869,0.0,"5.0,8.0,6.5,9.0,7.5","0.7983465096046731,0.7973979980005522,0.7891530190738951,0.7737891041037069,0.7664289293565281",7.187745081857864,PE1005,MT,0.0
50705869,9.0,"8.0,6.5,7.5,5.0,9.0","0.8505209399716357,0.8470115738508361,0.8152799718993222,0.811112465518883,0.8009374439453248",7.1974138814422295,CH1003,MT,5.5
50714393,2.0,"7.0,7.0,8.5,7.0,7.0","0.8135772514863984,0.7926766876252196,0.7859489454070531,0.7676629016156078,0.7604327273231274",7.300722869460995,CO2007,MT,6.0
50714393,29.0,"6.0,7.0,7.0,5.0,7.0","0.6838611751242892,0.6829406107937174,0.6683964429721415,0.6634400033225086,0.6613820336517217",6.401568733915944,CO3003,MT,5.5
50815839,74.0,"0.0,0.0,0.0,0.0","0.6213931834217954,0.6102681447372587,0.5856588263792754,0.4817717887999361",0.0,LA1009,MT,0.0
50867108,23.0,"8.12,7.5,8.0,8.0,6.5","0.8776105131502772,0.8062822254677907,0.7586621341112049,0.7244346717162605,0.7044310115730755",7.650135047609391,503006,MT,8.0
50881404,51.0,"0.0,4.0,4.0,0.0,0.0","0.9076131526079765,0.8886169561006896,0.7510621420803352,0.7485508311343131,0.7485508311343131",1.6216809078731906,506003,MT,5.0
50963957,50.0,7.0,0.7678989460570125,6.999999999999999,504005,MT,5.5
50971948,57.0,"6.5,7.0,5.0,7.0,8.0","0.8689609615196016,0.8328533074252072,0.8215428730670428,0.7966257237845621,0.7059220511123508",6.659295436903975,SP1011,MT,8.0
51160069,0.0,"5.0,7.5,7.5,7.0,6.5","0.7983465096046731,0.7973979980005522,0.7973979980005522,0.7973135720616393,0.7891530190738951",6.7000028139137235,PE1005,MT,10.0
51202007,23.0,"8.75,7.0,8.0,8.5","0.8776105131502772,0.7310709935711958,0.6324756022337992,0.6072220039572719",8.081010246221824,503006,MT,8.0
51253624,12.0,"9.0,9.0,6.5,4.0,8.0","0.825599501258673,0.825599501258673,0.7784714340639428,0.7344555106075612,0.7332092241681247",7.3702542678272485,CO2001,MT,8.5
51253624,16.0,"7.5,8.5,9.0,8.5,3.0","0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124,0.6909782331773089",7.334719603162585,MT1003,MT,9.0
51289136,0.0,"9.0,7.0,5.5,6.0,7.0","0.8215428730670428,0.7973979980005522,0.7973135720616393,0.7737891041037069,0.7664289293565281",6.917433087682269,PE1005,MT,6.0
51300071,37.0,"8.0,7.0,5.5,6.5,7.0","0.7584923591610558,0.7350028479735427,0.7311476943862956,0.7274255183012662,0.7255897330218178",6.809133445144649,506002,MT,7.0
51300071,49.0,"7.0,7.0,7.0,6.5,8.5","0.8352057823647562,0.8350346859825065,0.8200406532616668,0.7992346123054762,0.7962767843127508",7.194527222508413,700213,MT,7.0
51300071,119.0,"7.0,6.5,6.0,8.0,8.0","0.40946097787642716,0.40552396053012,0.3889701526565895,0.3347863230929786,0.31573953272523236",7.031703600403894,604001,MT,0.0
51303441,1.0,"6.0,6.0,8.5,6.0,6.0","0.7571597756553327,0.755511107800725,0.6988008835897682,0.6982949116229777,0.6833634460443363",6.486206218071185,CO2003,MT,6.0
51303441,15.0,"8.5,6.0,6.0,6.0,6.0","0.825599501258673,0.8135772514863984,0.7622902456308084,0.7613044861152621,0.7444472541640987",6.528252675676165,CO2005,MT,6.5
51322114,26.0,"5.5,0.0,0.0,7.5,0.0","0.7488428100612825,0.7354064135401271,0.716253657368934,0.7007944063703426,0.6943160367789892",2.60723071644803,1004,MT,0.0
51322114,55.0,"0.0,0.0,7.5,0.0,0.0","0.7371563316467106,0.7371563316467106,0.7340930501283904,0.7161114391602909,0.6831831256827722",1.5260962528214503,503004,MT,0.0
51360739,1.0,"8.0,7.5,7.0,8.0,8.0","0.7571597756553327,0.7570368723256772,0.755511107800725,0.7355845187625424,0.7355845187625424",7.6968546128029205,CO2003,MT,8.5
51369691,3.0,"9.0,8.5,6.0,9.5,8.0","0.8328533074252072,0.799711299603107,0.7983465096046731,0.7679026824905049,0.7582855118007213",8.199102903376252,PE1003,MT,7.0
51443103,68.0,"9.0,8.57,6.5,7.5","0.7006180728123301,0.6485250769365446,0.5575799205983227,0.5542883839211615",7.9824313267145035,502007,MT,6.5
51526268,4.0,"0.0,0.0,0.0,0.0,1.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.7728207013128747,0.7580170663465194",0.19608569252617952,CO1009,MT,0.0
51692714,13.0,"0.0,0.0,0.0,0.0,0.0,0.0","0.617609024012937,0.6169094054490548,0.31959176795804006,0.31959176795804006,0.29514993680611284,0.29514993680611284",0.0,MT1009,MT,0.0
51692714,32.0,"4.5,2.5,0.0,0.0,0.0","0.6645313626231364,0.6532507941430987,0.6525394444392735,0.6525394444392735,0.6274178785223096",1.4224988762608033,506001,MT,0.0
51708273,42.0,"0.0,7.0,5.0,7.5,7.5","0.7853239282993838,0.7689197505711695,0.7405179020752075,0.7275441790251107,0.7275441790251107",5.333064195924965,506005,MT,5.5
51735006,14.0,"8.0,8.0,6.5,6.5,7.0","0.8470718745427088,0.8470718745427088,0.8287667523107037,0.8152799718993222,0.8006053966133693",7.210718386311624,CO1007,MT,7.0
51735006,17.0,"8.5,8.0,8.0,8.0,6.5","0.753407938644483,0.7335061905108867,0.6939778396361491,0.6939778396361491,0.6841048589313782",7.8175167345159124,CO1011,MT,8.0
51775832,32.0,"7.0,8.0,9.0,7.5,8.5","0.7540218306130184,0.7416002770232514,0.7337444811757344,0.732769457354194,0.7205870296221161",7.992839927748931,506001,MT,8.5
51901707,0.0,8.5,0.8215428730670428,8.5,PE1005,MT,6.0
51901707,3.0,"8.5,6.0","0.8328533074252072,0.7983465096046731",7.276442804140456,PE1003,MT,7.0
51901707,126.0,"6.0,8.5","0.8163944593560015,0.7546965638167848",7.200911584187991,SP1017,MT,9.0
51934432,13.0,"6.5,6.5,5.5,5.5,5.0","0.7604327273231274,0.7562352828090604,0.7561973093106854,0.7208891548236209,0.7147501851523095",5.812603872456161,MT1009,MT,7.0
51934432,20.0,"6.5,6.5,5.0,5.5,5.5","0.7676629016156078,0.7625373512822752,0.7437224246681873,0.7214134242912045,0.7184681413952818",5.811900941647187,PH1005,MT,6.5
51934432,61.0,"6.5,5.5,5.5,5.0,6.5","0.7882663118169727,0.7875658004212863,0.7833712510128787,0.7751240429142202,0.7672126385480813",5.7993476718226855,SP1007,MT,6.5
51980553,0.0,"5.0,6.0,6.5,5.5,6.0","0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7891530190738951,0.7737891041037069",5.799224926090829,PE1005,MT,5.0
52100451,65.0,"7.0,8.5,5.5,6.5,5.0","0.8139847571349902,0.7822512502211261,0.7781345044506418,0.7397103593757179,0.7121684375054438",6.532697220752676,CO2009,MT,6.5
52100451,73.0,"7.0,5.5,7.0,8.5,9.5","0.7534210837031283,0.6862317536005111,0.6808015016121982,0.6655658251157948,0.660958574970403",7.470382229618381,CO2015,MT,8.0
