MASV,INDEX_F_MAMH,list_score,list_similarity,prediction,F_MAMH,F_MAKH,TKET
541613,113.0,5.0,0.5204425472949393,5.0,3004,MT,0.0
583725,7.0,"6.5,5.5,6.5,7.0,6.0","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.7756822558106629,0.7737891041037069",6.298892929574504,PH1007,MT,6.0
583725,14.0,"6.5,5.5,6.5,7.0,6.0","0.8470718745427088,0.8287667523107037,0.8152799718993222,0.767967226407416,0.7664289293565281",6.294312614838577,CO1007,MT,7.0
624576,51.0,"8.0,6.5,6.5,7.5","0.9076131526079765,0.8886169561006896,0.8886169561006896,0.7048434296471805",7.109572809652767,506003,MT,7.5
624576,56.0,"6.5,6.5,8.0,7.5","0.7935189493625638,0.7935189493625638,0.7677937288171591,0.5910469245402141",7.091584984565632,501047,MT,7.0
624576,89.0,"8.0,6.5,6.5,7.5","0.8553493837382484,0.8323388273801995,0.8323388273801995,0.6855993632510481",7.114115056509362,504303,MT,9.5
631866,27.0,"6.5,6.5,6.5,6.5,8.5,8.5","0.7952424502453106,0.7952424502453106,0.7656288659656503,0.7656288659656503,0.750174392228781,0.750174392228781",7.149207749971545,502002,MT,6.0
631866,27.0,"6.5,6.5,6.5,6.5,8.5,8.5","0.7952424502453106,0.7952424502453106,0.7656288659656503,0.7656288659656503,0.750174392228781,0.750174392228781",7.149207749971545,502002,MT,6.0
631866,37.0,"9.0,8.5,9.5,6.5,7.5","0.7853239282993838,0.7632820948595456,0.7584923591610558,0.7350028479735427,0.7311476943862956",8.221725471077495,506002,MT,8.0
794723,10.0,"6.5,6.0,9.5,6.0,5.5","0.7234335545552529,0.6871872153697651,0.6864116388486673,0.6707859144561734,0.6701544695250327",6.7065443576529855,MT1007,MT,4.0
794723,29.0,"9.0,8.5,7.0,6.0,7.5","0.764586760140069,0.6948837167053552,0.6838611751242892,0.6788645500218019,0.677200149297963",7.637605574213729,CO3003,MT,6.5
794723,94.0,"5.5,6.0,7.0,6.5,9.5","0.7527663295396616,0.7435445806797774,0.7295355085422816,0.7106822304079231,0.6969078833034914",6.866306875710346,CO2029,MT,5.5
887463,0.0,"5.0,7.5,5.5,6.5,7.0","0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7891530190738951,0.7664289293565281",6.293797138256186,PE1005,MT,5.0
887463,7.0,"7.5,6.5,5.5,7.0,0.0","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",5.348863846701918,PH1007,MT,7.5
887463,8.0,"5.5,0.0,6.5,7.0,5.0","0.7628599416579749,0.722211735384479,0.7183062741870603,0.7089201373494642,0.7033813813254293",4.796904281414828,MT1005,MT,0.0
887463,16.0,"6.5,5.5,7.5,7.0,0.0","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",5.342894796259774,MT1003,MT,0.0
1025922,5.0,"8.29,7.0,6.0,8.5,7.5","0.20253821389487917,0.1399885148504257,0.13034253441095853,0.09812943484972954,0.0717505754031068",7.488528286969726,CO1005,MT,7.0
1025922,50.0,"7.0,7.0,8.29,7.5,8.5","0.8886169561006896,0.8511763040663789,0.8323388273801995,0.7875438867659633,0.780655644318905",7.637261152055612,504005,MT,6.0
1144502,96.0,"5.5,6.0,6.0,7.0,4.0","0.6067242678355158,0.5972025006489087,0.5972025006489087,0.5176798777372001,0.48918698285624895",5.727899830842218,505002,MT,6.5
1230427,11.0,"9.0,9.0,7.5,6.5,7.5","0.7344555106075612,0.7143457162303073,0.7136723362667377,0.698838543131941,0.6899047792992471",7.915171290475101,PE1007,MT,5.0
1230427,62.0,"6.5,8.5,7.5,9.0,5.5","0.6038149736357893,0.5927661924813924,0.5593806123494144,0.5571836793534152,0.5492691178636314",7.4043424735963885,EE2001,MT,2.0
1509753,8.0,"2.5,8.5,5.0,4.5,5.0","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",5.090732933387821,MT1005,MT,1.0
1519863,1.0,"0.0,0.0,0.0,0.0","0.7571597756553327,0.7307369739739081,0.696247378799275,0.6909401951130406",0.0,CO2003,MT,0.0
1542448,1.0,"6.5,5.0,3.5,6.0,6.5","0.7571597756553327,0.7570368723256772,0.755511107800725,0.7307369739739081,0.7119406742563437",5.485165410141376,CO2003,MT,5.0
1542448,44.0,"6.5,5.5,5.0,6.5,6.0","0.795573450854194,0.750290785615202,0.7292923134243101,0.7245890495818732,0.7102014869143642",5.907180224408816,SP1003,MT,6.5
1542448,61.0,"6.5,6.5,5.0,3.5,6.0","0.7933830361575215,0.7882663118169727,0.7875658004212863,0.7833712510128787,0.7672126385480813",5.501206762123856,SP1007,MT,5.5
1569980,35.0,"7.0,8.5,9.0,9.0,8.0","0.7992346123054762,0.7886112594253559,0.7860792963577058,0.7811682940149138,0.7689197505711695",8.296206598903773,505004,MT,9.0
1569980,38.0,"9.0,7.0,8.5,9.0,7.0","0.8067302367535597,0.7962767843127508,0.7823251660548002,0.7628495032073644,0.7588323056974299",8.103821801864735,502013,MT,8.5
1639570,9.0,"7.5,7.5,7.0,5.0,10.0","0.8505209399716357,0.8470115738508361,0.8152799718993222,0.811112465518883,0.8009374439453248",7.395008003081753,CH1003,MT,8.0
1654594,68.0,"0.0,0.0,7.0","0.6549625010963301,0.6549625010963301,0.4476525846160859",1.782890334874068,502007,MT,0.0
1668741,3.0,"8.5,8.5,6.0,7.5,7.0","0.8328533074252072,0.811112465518883,0.7983465096046731,0.7679026824905049,0.7582855118007213",7.516959366145853,PE1003,MT,7.0
1668741,15.0,"8.0,7.0,8.0,5.5,7.0","0.825599501258673,0.8139473418754974,0.7613044861152621,0.7318286858060102,0.7302404486318937",7.1266298292349495,CO2005,MT,9.0
1830275,13.0,"6.5,5.5,7.0,7.5,9.0","0.7604327273231274,0.7562352828090604,0.7445166160969994,0.7397103593757179,0.7217868087283315",7.0802807024023116,MT1009,MT,5.0
1830275,29.0,"9.0,6.0,7.0,6.5,7.0","0.764586760140069,0.6948837167053552,0.6838611751242892,0.677200149297963,0.6683964429721415",7.142075071261262,CO3003,MT,7.0
1830275,52.0,"5.5,6.5,7.0,6.0,6.0","0.7147529151354565,0.6768477671441536,0.6638249921969508,0.6325698636281049,0.6325698636281049",6.194205606630964,SP1005,MT,7.0
1956188,26.0,"0.0,0.0,0.0,0.0,0.0","0.7870897703557839,0.7488428100612825,0.7007944063703426,0.494685702669092,0.4405669934888014",0.0,1004,MT,0.0
1956188,28.0,"0.0,0.0,0.0,0.0","0.7510103459406173,0.7325198125260662,0.6182051939460758,0.263624943382281",0.0,700200,MT,0.0
1956188,118.0,"0.0,0.0,0.0,0.0","0.5055644259058747,0.39867460262903903,0.3189968314511684,0.263624943382281",0.0,402002,MT,0.0
2047699,9.0,"6.5,6.5,6.0,6.0,6.5","0.8505209399716357,0.8152799718993222,0.811112465518883,0.811112465518883,0.8009374439453248",6.301633712846824,CH1003,MT,6.0
2047699,11.0,"8.5,8.5,6.5,6.5,6.5","0.7344555106075612,0.7143457162303073,0.6780415602596209,0.6780415602596209,0.6450339972156762",7.339904648245974,PE1007,MT,6.0
2047699,20.0,"6.5,6.5,8.5,6.5,8.5","0.7676629016156078,0.7676629016156078,0.7625373512822752,0.7445166160969994,0.7321561419992537",7.29198795713568,PH1005,MT,9.0
2047699,21.0,"7.5,8.5,6.5,6.5,8.5","0.8208551629677354,0.8139473418754974,0.7926766876252196,0.7926766876252196,0.7784714340639428",7.501766956541307,CO2013,MT,8.5
2078441,42.0,"7.5,8.0,5.5,5.5,8.29","0.7616159518865214,0.7510621420803352,0.7206067309127178,0.7206067309127178,0.6958606499779059",6.963753748532869,506005,MT,8.0
2078441,82.0,"8.0,7.5,7.0,8.29,5.5,5.5","0.7989536768626145,0.780655644318905,0.7556196674929823,0.7356982211350608,0.7292434117630915,0.7292434117630915",6.989093946669609,504302,MT,8.5
2107694,2.0,"8.5,7.0,6.5,8.0,6.5","0.8135772514863984,0.78930819772721,0.7882663118169727,0.7859489454070531,0.7676629016156078",7.3113875349622175,CO2007,MT,8.0
2107694,29.0,"7.0,8.0,6.5,6.5,8.5","0.7011081403731083,0.6838611751242892,0.6788645500218019,0.6683964429721415,0.6613820336517217",7.295350095430154,CO3003,MT,7.5
2118671,1.0,"7.5,9.0,7.0,8.5,8.5","0.7571597756553327,0.6988008835897682,0.6982949116229777,0.6909401951130406,0.6454066037933697",8.083108716737355,CO2003,MT,9.0
2118671,3.0,"8.5,8.0,5.0,5.0,8.0","0.811112465518883,0.799711299603107,0.7983465096046731,0.7983465096046731,0.7679026824905049",6.897091775733085,PE1003,MT,6.0
2118671,6.0,"9.0,9.0,8.5,7.5,8.5","0.7332092241681247,0.7033576508361182,0.6872217939622958,0.68296015845712,0.6377677202193301",8.510254930860812,MT2001,MT,7.0
2118671,14.0,"8.0,8.5,8.0,8.5,5.0,5.0","0.8470718745427088,0.8152799718993222,0.8006053966133693,0.767967226407416,0.7664289293565281,0.7664289293565281",7.200855598613479,CO1007,MT,8.5
2118671,24.0,"8.0,8.5,8.0,5.0,5.0","0.8697646385512399,0.8470115738508361,0.8015527718453053,0.7891530190738951,0.7891530190738951",6.947572262613425,PH1003,MT,8.5
2118671,103.0,"8.5,8.5,7.5,7.5,9.0,9.0","0.652257094235166,0.652257094235166,0.6499679210329663,0.6499679210329663,0.6420378714790953,0.6420378714790953",8.330810438477405,EN1003,MT,7.5
2118671,103.0,"8.5,8.5,7.5,7.5,9.0,9.0","0.652257094235166,0.652257094235166,0.6499679210329663,0.6499679210329663,0.6420378714790953,0.6420378714790953",8.330810438477405,EN1003,MT,7.5
2145300,19.0,"6.5,6.5,8.5,4.0,0.0","0.7509535685111064,0.7405025430720532,0.7190146387141275,0.6838611751242892,0.6833634460443363",5.182535663247549,CO2017,MT,5.5
2145300,29.0,"6.5,7.5,7.5,0.0,6.5","0.6788645500218019,0.65715380337877,0.65715380337877,0.6277108891606537,0.6237693837036942",5.647577981691421,CO3003,MT,4.0
2145300,94.0,"5.0,6.5,5.5,8.5,9.0","0.7736851526263263,0.7527663295396616,0.7435445806797774,0.7106822304079231,0.6969078833034914",6.842496898504895,CO2029,MT,4.5
2145300,100.0,"6.5,5.0,4.0,9.0,0.0","0.7432653405793203,0.7350131919379874,0.6948837167053552,0.6782389509989724,0.6710327627512077",4.936920402786204,CO3007,MT,4.5
2193034,58.0,"7.5,7.0,8.5,7.0,9.0","0.6631742462424756,0.6428413059401908,0.6274178785223096,0.6083155615324247,0.5511103272971675",7.767876696007121,503001,MT,9.5
2240881,4.0,"7.0,5.5,8.5,7.0,8.0","0.789145046403185,0.7729403672146343,0.7728207013128747,0.7580170663465194,0.739566776124141",7.19292608343137,CO1009,MT,7.0
2240881,8.0,"6.0,8.0,7.0,5.5,7.0","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",6.6995351335625495,MT1005,MT,6.0
2260770,3.0,"7.5,7.5,6.0,7.5,8.0","0.811112465518883,0.799711299603107,0.7983465096046731,0.7938243881412995,0.7679026824905049",7.2951172361298315,PE1003,MT,5.0
2260770,41.0,"7.5,8.5,7.5,7.0,7.5","0.5395660055267608,0.5305019652398731,0.5001540002240786,0.4867965192905835,0.48427011483458426",7.612975639609217,LA1007,MT,7.0
2260770,45.0,"7.5,7.5,7.5,8.0,8.5","0.7529753721213645,0.7497882965356639,0.7478690624208355,0.7473580384837348,0.739635180216761",7.797866671094964,LA1005,MT,7.0
2274888,4.0,"8.5,5.5,7.0,7.5,6.0","0.789145046403185,0.7728207013128747,0.7580170663465194,0.7483390981908294,0.739635180216761",6.9104561566200084,CO1009,MT,7.0
2274888,9.0,"5.5,7.0,5.0,5.0,5.5","0.8505209399716357,0.8152799718993222,0.811112465518883,0.811112465518883,0.8009374439453248",5.60071195641547,CH1003,MT,6.5
2293873,115.0,"9.5,8.0,7.5,9.58,9.0","0.8494164553585594,0.8469871524160618,0.7977902802572974,0.7273006381532792,0.6533137485230711",8.691047946086067,504028,MT,9.0
2337134,28.0,"8.5,9.0,8.5,8.5,8.5","0.7760792459053016,0.7510103459406173,0.7505934240118542,0.7488428100612825,0.7295668862033627",8.599972285497214,700200,MT,8.5
2337134,31.0,"9.0,9.5,8.5,9.5,8.5","0.8391121679377538,0.799456737136398,0.7860933666472207,0.7619487863652615,0.7584923591610558",9.002131730897071,503003,MT,9.5
2337134,105.0,"9.5,9.5,8.5,8.5,5.5","0.6872523701816657,0.6843072302514333,0.6816131995563417,0.6469458550805317,0.6068640588945029",8.364216835983365,505027,MT,9.0
2343740,9.0,"8.0,6.0,7.0,7.0,8.5","0.8505209399716357,0.8470115738508361,0.8152799718993222,0.811112465518883,0.8009374439453248",7.292110479478054,CH1003,MT,6.0
2522647,58.0,"8.0,7.0,8.5,9.0,8.5","0.7502003514225984,0.7266065472217917,0.7148301515775836,0.7086288221293848,0.6995856946891376",8.191460726978692,503001,MT,8.5
2574355,23.0,"8.57,7.0,8.0,8.0,7.5","0.8776105131502772,0.8147800709339741,0.7609787720399419,0.7609787720399419,0.7354064135401271",7.827268940891197,503006,MT,7.0
2574355,34.0,"7.0,8.0,7.0,8.0,8.0","0.799456737136398,0.7823251660548002,0.7718578375477012,0.7692271898180093,0.7692271898180093",7.5962804274289395,505005,MT,7.0
2574355,36.0,"8.57,7.0,7.0,7.0,7.5","0.8468583928488101,0.8062822254677907,0.7040192831861378,0.6961182834076051,0.6898816513465904",7.447351589484992,503007,MT,8.0
2625863,22.0,"5.0,1.5,5.0,6.5,6.5","0.7588447849240082,0.7518201426885993,0.7468789352761178,0.7311476943862956,0.7280526360535484",4.880925352746974,505003,MT,4.5
2625863,70.0,"6.0,5.5,6.5,6.5,7.0","0.8352057823647562,0.8147800709339741,0.8140735809357589,0.8027962907631983,0.8016193466833188",6.2956056571261945,505025,MT,7.0
2625863,86.0,"7.0,3.5,5.0,5.0,6.5","0.5802441609719495,0.5768146099382948,0.5696500264322806,0.5690252271696922,0.5582383416287706",5.396858754806759,406009,MT,6.5
2646102,22.0,"5.0,5.0,5.5,7.79,8.5","0.7742200534289769,0.7742200534289769,0.7518201426885993,0.701954325737574,0.7018201883137116",6.2933823802983815,505003,MT,0.0
2662633,0.0,"8.0,5.0,8.0,5.5,8.0","0.8215428730670428,0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7737891041037069",6.899725604459157,PE1005,MT,7.0
2683674,17.0,"7.5,6.5,8.0,7.0,8.5","0.753407938644483,0.7335061905108867,0.7325330248875426,0.7318286858060102,0.7050836204165909",7.492322855326841,CO1011,MT,9.0
2683674,19.0,"8.0,8.5,7.0,7.5,9.0","0.7751660347613237,0.7611984455410121,0.7444472541640987,0.7405025430720532,0.7190146387141275",7.995967022004417,CO2017,MT,7.0
2901837,2.0,"6.0,1.5,8.5,5.5,0.0","0.8135772514863984,0.7926766876252196,0.7859489454070531,0.7604327273231274,0.7587075114185058",4.329311963425623,CO2007,MT,5.5
2901837,6.0,"1.5,6.0,8.5,5.0,5.5","0.7712490406242498,0.7613044861152621,0.7332092241681247,0.6982949116229777,0.6872217939622958",5.266146712975338,MT2001,MT,0.0
2901837,11.0,"8.5,6.0,1.5,5.5,3.0","0.7344555106075612,0.7143457162303073,0.6899047792992471,0.6450339972156762,0.6346536744632938",4.977616073009407,PE1007,MT,5.0
3046169,42.0,"6.5,9.0,8.0,6.5,6.0","0.7751852233658887,0.7619771091828345,0.7616159518865214,0.7510621420803352,0.7405179020752075",7.206294106695866,506005,MT,6.5
3046169,53.0,"6.5,8.0,6.0,6.5,7.5","0.7870897703557839,0.7678989460570125,0.7571534436525189,0.7510103459406173,0.7509053550566549",6.899620852078862,1001,MT,7.5
3067103,68.0,"9.0,7.5,8.5,8.5,7.5","0.6604379082989745,0.6575661190179163,0.6566720296436674,0.6549625010963301,0.6496213223817195",8.202076528585627,502007,MT,6.5
3089161,8.0,"8.0,7.5,8.0,8.5,7.5","0.6772027468873042,0.6688296640944038,0.6575552085389949,0.6383096339089153,0.6246815320359201",7.899711348592495,MT1005,MT,10.0
3089161,33.0,"7.5,8.5,7.0,7.5,5.5,5.5","0.661564722592898,0.5395160087009059,0.505585046774812,0.48404005318857574,0.4787048528741731,0.4787048528741731",6.982834760336711,CO3005,MT,5.0
3089161,48.0,"7.5,7.5,6.5,8.0,7.0","0.6417416039870981,0.6249178617141672,0.622223542957218,0.5900583854904251,0.5724153467976859",7.29897400543846,CO3061,MT,6.5
3095854,46.0,"7.0,5.0,5.0,5.0,5.0,5.0","0.6612735607451995,0.6546031609370349,0.6497661362933922,0.6304752571984298,0.6221196806634715,0.6221196806634715",5.34438125345961,LA1003,MT,0.0
3114050,0.0,"8.0,7.0,8.0,8.0,5.0","0.8215428730670428,0.7983465096046731,0.7737891041037069,0.7664289293565281,0.7228449053254113",7.235921283610464,PE1005,MT,5.0
3114050,6.0,"6.5,7.0,7.0,8.5,7.5","0.7712490406242498,0.7613044861152621,0.7613044861152621,0.7332092241681247,0.6176834072065484",7.280686148217862,MT2001,MT,8.0
3114050,9.0,"8.0,8.0,7.0,8.0,7.5","0.8689609615196016,0.8152799718993222,0.811112465518883,0.8009374439453248,0.7628599416579749",7.706208884654012,CH1003,MT,6.0
3114050,11.0,"8.5,7.0,7.0,6.5,8.0","0.7344555106075612,0.7143457162303073,0.7143457162303073,0.6899047792992471,0.6403868627918751",7.399926234566934,PE1007,MT,6.0
3220128,6.0,"7.5,7.0,9.0,7.0,5.0","0.7712490406242498,0.7613044861152621,0.7332092241681247,0.6982949116229777,0.6872217939622958",7.130803294136932,MT2001,MT,0.0
3419037,0.0,"7.0,7.0,7.5,5.5,6.0","0.7983465096046731,0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7737891041037069",6.603787208221203,PE1005,MT,7.0
3419037,11.0,"8.0,7.0,5.0,5.0,6.5,6.5","0.7344555106075612,0.7143457162303073,0.6780415602596209,0.6780415602596209,0.6450339972156762,0.6450339972156762",6.359517643006043,PE1007,MT,6.0
3419037,20.0,"5.0,5.0,7.0,6.5,6.5","0.7676629016156078,0.7676629016156078,0.7625373512822752,0.7445166160969994,0.7445166160969994",5.992534299076368,PH1005,MT,6.5
3435328,41.0,"7.5,8.5,7.5,8.0,7.0","0.6903058748566554,0.6530024150782385,0.5572923670846738,0.5556516038323089,0.5395660055267608",7.720655979586535,LA1007,MT,6.0
3558930,9.0,"7.0,8.0,10.0,8.0,6.0","0.8689609615196016,0.8505209399716357,0.8442254522540057,0.8152799718993222,0.811112465518883",7.808421033374373,CH1003,MT,6.0
3584136,14.0,"7.5,5.5,7.5,7.5,5.0","0.8470718745427088,0.8152799718993222,0.8006053966133693,0.767967226407416,0.7664289293565281",6.61275488721175,CO1007,MT,8.5
3584136,15.0,"9.5,7.5,8.0,7.5,5.5","0.825599501258673,0.8139473418754974,0.7613044861152621,0.7288723293010386,0.7238691814544306",7.651576180182381,CO2005,MT,8.5
3584136,16.0,"5.5,7.5,7.5,7.5,8.0","0.7333759035943085,0.7285743036011765,0.701491492524124,0.6909782331773089,0.6749549840331797",7.180035603541294,MT1003,MT,8.0
3689717,9.0,"4.5,8.0,7.0,7.0,5.0","0.8152799718993222,0.811112465518883,0.8009374439453248,0.7973135720616393,0.7628599416579749",6.309641378377316,CH1003,MT,5.5
3689717,15.0,"8.5,6.5,7.5,2.0,4.5","0.825599501258673,0.8139473418754974,0.7613044861152621,0.7318286858060102,0.7302404486318937",5.893928371871411,CO2005,MT,7.0
3689717,57.0,"8.0,7.0,7.0,4.5,5.0","0.8328533074252072,0.8215428730670428,0.7966257237845621,0.7059220511123508,0.685294659753175",6.40072926996578,SP1011,MT,8.0
3992801,22.0,"5.5,5.0,7.0,0.0","0.6770229518622503,0.6426506722174063,0.4891970236610568,0.3581808699231193",4.781270162477102,505003,MT,7.5
3992801,35.0,"5.0,5.5,7.0,0.0","0.7079546096935581,0.7044310115730755,0.6280617980568463,0.4773752132023334",4.690789591747204,505004,MT,8.0
4045318,3.0,"6.5,8.5,5.0,7.0,8.5","0.811112465518883,0.799711299603107,0.7983465096046731,0.7679026824905049,0.7582855118007213",7.0850611114012425,PE1003,MT,6.0
4045318,6.0,"7.5,9.0,7.5,7.5,8.5","0.7712490406242498,0.7613044861152621,0.6982949116229777,0.6872217939622958,0.68296015845712",8.006776308331506,MT2001,MT,6.5
4045318,10.0,"8.5,6.0,6.5,7.0,8.5","0.7911196890974675,0.789145046403185,0.7799925973199288,0.7756822558106629,0.767967226407416",7.297007352667227,MT1007,MT,8.5
4045318,12.0,"9.0,8.5,7.5,8.5,5.0","0.825599501258673,0.7859489454070531,0.7784714340639428,0.7510735607737756,0.7344555106075612",7.742361274017274,CO2001,MT,9.0
4045318,41.0,"9.0,6.5,8.5,8.5,8.5","0.5693804315627491,0.5395660055267608,0.5305019652398731,0.5189718316083883,0.5184776126260816",8.203222968970625,LA1007,MT,8.0
4098075,27.0,"7.0,9.5,7.5,6.5,8.5","0.7656288659656503,0.7388724572355622,0.7338010219847008,0.7274255183012662,0.7119163523312109",7.793508901942011,502002,MT,6.0
4098075,71.0,"6.5,7.5,6.5,7.0,8.5","0.7490526714219616,0.7106561816063653,0.7027680124115644,0.701341814273037,0.6944635265436102",7.188605905827764,700211,MT,8.0
4293802,12.0,"8.0,0.0,8.5,8.0,8.5","0.7650705066499988,0.7332092241681247,0.7234335545552529,0.708116242113684,0.6988008835897682",6.579476003249716,CO2001,MT,9.0
4389418,30.0,"8.5,7.5,7.5,9.5,8.0","0.800335898380117,0.7952424502453106,0.7952424502453106,0.7911893777895032,0.7500501245925913",8.201347259444814,1025,MT,7.5
4443719,29.0,"3.5,6.5,5.0,5.5,5.5","0.6686571639201446,0.6683964429721415,0.6634400033225086,0.6613820336517217,0.6829406107937174",5.20083920599966,CO3003,MT,5.5
4443719,33.0,"2.5,0.0,4.0,3.5,5.0","0.661564722592898,0.5506304094255379,0.5395160087009059,0.5324756497465771,0.48404005318857574",2.9245583323128193,CO3005,MT,1.0
4536759,1.0,"9.5,9.0,9.5,9.5,8.5","0.7571597756553327,0.7570368723256772,0.755511107800725,0.7307369739739081,0.6988008835897682",9.208773238558134,CO2003,MT,9.0
4536759,13.0,"9.5,9.5,9.0,8.5,9.5","0.7604327273231274,0.7562352828090604,0.7561973093106854,0.7338617066978484,0.7208891548236209",9.201696658837465,MT1009,MT,9.5
4536759,20.0,"9.5,9.5,8.5,9.0,9.5","0.7676629016156078,0.7625373512822752,0.7321561419992537,0.7214134242912045,0.7184681413952818",9.204810207831002,PH1005,MT,9.5
4650031,0.0,"6.0,8.5,7.5,8.0,7.5","0.7983465096046731,0.7973979980005522,0.7973135720616393,0.7891530190738951,0.7737891041037069",7.498598266788378,PE1005,MT,7.0
4650031,10.0,"8.5,8.5,8.0,7.5,7.5","0.7911196890974675,0.789145046403185,0.7837245866603038,0.7799925973199288,0.7756822558106629",8.003136733310608,MT1007,MT,9.0
4720843,1.0,"7.5,8.5,7.5,7.5,9.0","0.755511107800725,0.7307369739739081,0.6988008835897682,0.6982949116229777,0.696247378799275",7.995896853950359,CO2003,MT,8.5
4720843,21.0,"7.5,8.5,7.5,7.5,8.5","0.8208551629677354,0.8139473418754974,0.7784714340639428,0.7712490406242498,0.7561973093106854",7.898441030090855,CO2013,MT,7.5
5141495,31.0,"8.5,8.0,7.5,9.0,8.0","0.8391121679377538,0.799456737136398,0.7860933666472207,0.7619487863652615,0.7584923591610558",8.199857419089053,503003,MT,8.0
5141495,35.0,"2.0,2.0,7.5,8.0,9.0","0.8018075512429552,0.8018075512429552,0.7992346123054762,0.7886112594253559,0.7811682940149138",5.674049350402544,505004,MT,7.5
5172001,6.0,"7.0,7.0,3.5,3.5","0.2404636429653749,0.2404636429653749,0.06652519085068347,0.06652519085068347",6.241541898827161,MT2001,MT,6.5
5172001,6.0,"7.0,7.0,3.5,3.5","0.2404636429653749,0.2404636429653749,0.06652519085068347,0.06652519085068347",6.241541898827161,MT2001,MT,6.5
5264530,8.0,"7.5,7.0,7.0,5.0,5.0","0.7628599416579749,0.7422546518861034,0.7089201373494642,0.7033813813254293,0.6991573052327446",6.3298497990965465,MT1005,MT,6.5
5264530,11.0,"8.0,7.5,7.5,5.5,8.0","0.7344555106075612,0.7143457162303073,0.7143457162303073,0.6899047792992471,0.6403868627918751",7.301803193323576,PE1007,MT,5.0
5351427,58.0,"9.5,8.5,8.5,8.0,8.5","0.7502003514225984,0.7266065472217917,0.7086288221293848,0.6637385641753277,0.6631742462424756",8.619102949385555,503001,MT,10.0
5351427,60.0,"8.5,9.5,9.5,7.5,10.0,10.0","0.9076131526079765,0.8511763040663789,0.7977902802572974,0.7180250753580755,0.7010186371667715,0.7010186371667715",9.148755531055956,504009,MT,7.5
5351427,81.0,"9.5,8.5,8.5,8.0,10.0,10.0","0.7708729928085026,0.73150875219924,0.7312534861899986,0.7155573904188516,0.7136636211202022,0.7136636211202022",9.083588156894319,504010,MT,9.0
5351427,82.0,"8.5,9.5,7.5,8.5,10.0,10.0","0.7989536768626145,0.780655644318905,0.7292434117630915,0.7181211844336293,0.6968431077033885,0.6968431077033885",8.98452979675607,504302,MT,8.0
5351427,114.0,"8.5,9.5,9.5,7.5,10.0,10.0","0.9695996591735083,0.8494164553585594,0.8485791545883372,0.7266614808079935,0.7205870296221161,0.7205870296221161",9.147945414100825,504015,MT,8.5
5485285,148.0,"6.5,5.5","0.4270796394070588,0.2994724734561993",6.087816939550264,806010,MT,0.0
5614384,54.0,"7.0,6.0,5.0,5.0,7.0","0.7616561814732157,0.7227842468941036,0.6485250769365446,0.6485250769365446,0.4393145978343762",5.97016914429973,501303,MT,6.92
5665467,7.0,"5.5,5.0,4.5,5.5,2.0","0.8290331963730082,0.8015527718453053,0.8009374439453248,0.8006053966133693,0.7756822558106629",4.522757894000614,PH1007,MT,5.0
5665467,12.0,"6.0,6.0,10.0,4.5,4.5","0.7859489454070531,0.7859489454070531,0.7344555106075612,0.7338617066978484,0.7338617066978484",6.195077354929865,CO2001,MT,8.5
5665467,15.0,"6.0,6.0,2.0,5.0,4.5,4.5","0.8135772514863984,0.8135772514863984,0.7625373512822752,0.7613044861152621,0.7562352828090604,0.7562352828090604",4.696214669849187,CO2005,MT,6.5
5665467,17.0,"2.0,4.0,5.5,5.5,4.5","0.753407938644483,0.7335061905108867,0.6995887496780304,0.6939778396361491,0.6841048589313782",4.259661723936748,CO1011,MT,6.0
5665467,21.0,"6.0,6.0,8.0,5.0,6.5","0.7926766876252196,0.7926766876252196,0.7751660347613237,0.7712490406242498,0.7570368723256772",6.297675344719909,CO2013,MT,7.0
5665467,46.0,"5.0,5.5,7.0,4.5,6.0","0.6628528612486292,0.6612735607451995,0.6497661362933922,0.6304752571984298,0.6221196806634715",5.600359092460625,LA1003,MT,0.0
5763754,9.0,"7.0,5.5,6.0,7.0,7.5","0.8505209399716357,0.8470115738508361,0.8152799718993222,0.811112465518883,0.8009374439453248",6.591421858661319,CH1003,MT,6.0
5890757,8.0,"2.5,5.5,5.5,6.5,7.5","0.7628599416579749,0.7422546518861034,0.722211735384479,0.7183062741870603,0.7089201373494642",5.45828948522206,MT1005,MT,1.5
5890757,16.0,"6.5,2.5,7.5,7.5,5.5","0.7428349572370649,0.7333759035943085,0.7285743036011765,0.7251370977620758,0.701491492524124",5.899329337588235,MT1003,MT,6.5
5973814,6.0,"8.0,8.5,6.0,6.5,6.0","0.7332092241681247,0.6982949116229777,0.68296015845712,0.6527897798193318,0.6281549566861477",7.042157391128187,MT2001,MT,6.0
5973814,65.0,"8.0,8.0,7.0,6.0,6.0","0.8139847571349902,0.7822512502211261,0.7820304024258732,0.7781345044506418,0.698838543131941",7.030935292370934,CO2009,MT,7.5
