F_MAMH,NAMHOC,F_MAKH,F_MANG,F_TENMHVN,F_DVHT,TEN_KHKTVN,KHOI,COMPULSARY,avg_TKET,std_TKET,range_TKET,PASS_RATE,LEVEL
CO3047,2020,MT,KHAM,Mạng máy tính nâng cao,3,Tự chọn chuyên ngành,TC_C,0,5.9068627450980395,2.3290358266812183,9.0,79.41176470588235,2
CO3047,2016,MT,KHKH,Mạng máy tính nâng cao,3,Tự chọn chuyên ngành,TC_D,0,5.9068627450980395,2.3290358266812183,9.0,79.41176470588235,2
CO3049,2020,MT,KHKH,Lập trình web,3,Tự chọn chuyên ngành,TC_C,0,5.823529411764706,2.3065200941398576,9.0,78.43137254901961,2
CO3049,2020,MT,KHAM,Lập trình web,3,Tự chọn chuyên ngành,TC_C,0,5.823529411764706,2.3065200941398576,9.0,78.43137254901961,2
CO3049,2020,MT,KHAI,Lập trình web,3,Tự chọn chuyên ngành,TC_C,0,5.823529411764706,2.3065200941398576,9.0,78.43137254901961,2
CO3049,2020,MT,KHIP,Lập trình web,3,Tự chọn chuyên ngành,TC_C,0,5.823529411764706,2.3065200941398576,9.0,78.43137254901961,2
CO3049,2016,MT,KHKH,Lập trình web,3,Tự chọn chuyên ngành,TC_D,0,5.823529411764706,2.3065200941398576,9.0,78.43137254901961,2
CO3051,2020,MT,KHKH,Hệ thống thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3076560933795114,9.0,78.43137254901961,2
CO3051,2020,MT,KHAM,Hệ thống thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3076560933795114,9.0,78.43137254901961,2
CO3051,2020,MT,KHAI,Hệ thống thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3076560933795114,9.0,78.43137254901961,2
CO3051,2020,MT,KHIP,Hệ thống thiết bị di động,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3076560933795114,9.0,78.43137254901961,2
CO3051,2016,MT,KHKH,Hệ thống thiết bị di động,3,Tự chọn chuyên ngành,TC_D,0,5.764705882352941,2.3076560933795114,9.0,78.43137254901961,2
CO3055,2016,MT,KHKH,Thực tập công nghệ phần mềm,2,Chuyên ngành,CN,6,0.0,0.0,,0.0,0
CO3057,2020,MT,KHKH,Xử lý ảnh số và thị giác máy tính,3,Tự chọn chuyên ngành,TC_C,0,5.769607843137255,2.3054730068435876,9.0,78.43137254901961,2
CO3057,2020,MT,KHIP,Xử lý ảnh số và thị giác máy tính,3,Tự chọn chuyên ngành,TC_C,0,5.769607843137255,2.3054730068435876,9.0,78.43137254901961,2
CO3057,2016,MT,KHKH,Xử lý ảnh số và thị giác máy tính,3,Tự chọn chuyên ngành,TC_D,0,5.769607843137255,2.3054730068435876,9.0,78.43137254901961,2
CO3059,2020,MT,KHKH,Đồ họa máy tính,3,Tự chọn chuyên ngành,TC_C,0,5.07563025210084,2.594517243445239,9.5,69.74789915966386,2
CO3059,2020,MT,KHIP,Đồ họa máy tính,3,Tự chọn chuyên ngành,TC_C,0,5.07563025210084,2.594517243445239,9.5,69.74789915966386,2
CO3059,2016,MT,KHKH,Đồ họa máy tính,3,Tự chọn chuyên ngành,TC_C,0,5.07563025210084,2.594517243445239,9.5,69.74789915966386,2
CO3061,2020,MT,KHKH,Nhập môn trí tuệ nhân tạo,3,Tự chọn chuyên ngành,TC_C,0,6.122596153846154,2.315275672567985,10.0,83.17307692307693,2
CO3061,2020,MT,KHAI,Nhập môn trí tuệ nhân tạo,3,Tự chọn chuyên ngành,TC_C,0,6.122596153846154,2.315275672567985,10.0,83.17307692307693,2
CO3061,2016,MT,KHKH,Nhập môn trí tuệ nhân tạo,3,Tự chọn chuyên ngành,TC_C,0,6.122596153846154,2.315275672567985,10.0,83.17307692307693,2
CO3065,2020,MT,KHPM,Công nghệ phần mềm nâng cao,3,Tự chọn chuyên ngành,TC_C,0,8.03125,1.8919928902546632,10.0,96.875,1
CO3065,2020,MT,KHKH,Công nghệ phần mềm nâng cao,3,Tự chọn chuyên ngành,TC_C,0,8.03125,1.8919928902546632,10.0,96.875,1
CO3065,2016,MT,KHKH,Công nghệ phần mềm nâng cao,3,Tự chọn chuyên ngành,TC_C,0,8.03125,1.8919928902546632,10.0,96.875,1
CO3067,2020,MT,KHKH,Tính toán song song,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3194249483128666,9.0,77.45098039215686,2
CO3067,2016,MT,KHKH,Tính toán song song,3,Tự chọn chuyên ngành,TC_C,0,5.764705882352941,2.3194249483128666,9.0,77.45098039215686,2
CO3069,2020,MT,KHKH,Mật mã và an ninh mạng,3,Tự chọn chuyên ngành,TC_C,0,6.348837209302325,2.303703413767634,9.5,82.17054263565892,2
CO3069,2020,MT,KHAM,Mật mã và an ninh mạng,3,Tự chọn chuyên ngành,TC_C,0,6.348837209302325,2.303703413767634,9.5,82.17054263565892,2
CO3069,2016,MT,KHKH,Mật mã và an ninh mạng,3,Tự chọn chuyên ngành,TC_C,0,6.348837209302325,2.303703413767634,9.5,82.17054263565892,2
CO3071,2020,MT,KHKH,Hệ phân bố,3,Tự chọn chuyên ngành,TC_C,0,5.78921568627451,2.3833542742494638,9.0,78.43137254901961,2
CO3071,2016,MT,KHKH,Hệ phân bố,3,Tự chọn chuyên ngành,TC_D,0,5.78921568627451,2.3833542742494638,9.0,78.43137254901961,2
CO3083,2020,MT,KHKH,Mật mã học và mã hóa thông tin,3,Tự chọn chuyên ngành,TC_C,0,5.838235294117647,2.3027768049455983,9.0,78.43137254901961,2
CO3083,2020,MT,KHAM,Mật mã học và mã hóa thông tin,3,Tự chọn chuyên ngành,TC_C,0,5.838235294117647,2.3027768049455983,9.0,78.43137254901961,2
CO3083,2016,MT,KHKH,Mật mã học và mã hóa thông tin,3,Tự chọn chuyên ngành,TC_D,0,5.838235294117647,2.3027768049455983,9.0,78.43137254901961,2
